City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,chifeng,42.2683,118.9636,-7.76,57,0,5.64,CN,1699550471
366,kencong,-8.2833,113.3667,24.87,87,99,1.07,ID,1699550472
367,xilin hot,43.9667,116.0333,-15.05,87,7,4.44,CN,1699550473
368,san carlos,9.6612,-68.5827,30.8,66,22,1.9,VE,1699550474
369,troitskoye,52.9821,84.6757,-6.84,97,73,1.61,RU,1699550474
370,monze,-16.2833,27.4833,25.33,50,48,1.19,ZM,1699550475
371,san luis de la loma,17.2706,-100.8939,29.94,65,69,2.77,MX,1699550475
372,darwin,-12.4611,130.8418,28.3,75,75,3.6,AU,1699550408
373,necochea,-38.5473,-58.7368,19.64,39,0,4.17,AR,1699550476
374,clorinda,-25.2848,-57.7185,28.09,70,100,1.62,AR,1699550477
375,hithadhoo,-0.6,73.0833,27.35,81,77,3.73,MV,1699550477
376,kaa-khem,51.6833,94.7333,-14.77,86,10,2.04,RU,1699550478
377,ndele,8.4109,20.6473,27.78,59,71,1.33,CF,1699550478
378,sisimiut,66.9395,-53.6735,-3.11,85,100,5.07,GL,1699550479
379,vila do maio,15.1333,-23.2167,28.44,67,98,6.46,CV,1699550480
380,bam,29.106,58.357,19.51,35,0,2.03,IR,1699550480
381,coahuayana de hidalgo,18.7,-103.6583,30.43,64,69,1.09,MX,1699550481
382,brookings,44.3114,-96.7984,7.47,55,75,7.72,US,1699550332
383,prieska,-29.6641,22.7474,30.18,14,0,3.26,ZA,1699550481
384,zaozersk,69.4005,32.4476,-6.61,93,96,3.92,RU,1699550483
385,ca mau,9.1769,105.15,24.59,95,62,1.6,VN,1699550484
386,yeppoon,-23.1333,150.7333,19.88,76,3,4.8,AU,1699550485
387,ubari,26.5921,12.7805,24.97,20,95,3.12,LY,1699550485
388,aleksandrovsk-sakhalinskiy,50.8975,142.1561,0.31,89,100,3.3,RU,1699550486
389,davis,41.0005,-112.0013,7.88,64,0,5.66,US,1699550487
390,mkushi,-13.6202,29.3939,22.22,61,59,1.5,ZM,1699550487
391,nyurba,63.2842,118.3319,-17.74,90,48,3.52,RU,1699550488
392,alo,7.4178,6.7371,29.81,62,61,1.86,NG,1699550489
393,toliara,-23.35,43.6667,24.28,70,80,4.68,MG,1699550489
394,guajara mirim,-10.7828,-65.3394,37.17,33,98,1.79,BR,1699550490
395,waddan,29.1614,16.139,24.78,25,100,3.11,LY,1699550490
396,kavaratti,10.5669,72.642,28.29,74,100,2.64,IN,1699550366
397,letlhakeng,-24.0944,25.0298,30.55,19,1,1.72,BW,1699550492
398,kuala terengganu,5.3302,103.1408,24.97,100,20,1.54,MY,1699550477
399,zuni pueblo,35.0725,-108.8506,8.35,42,0,5.3,US,1699550493
400,westport,41.1415,-73.3579,16.05,75,100,3.09,US,1699550485
401,olinda,-8.0089,-34.8553,29.85,58,20,4.63,BR,1699550494
402,santa ana,33.7456,-117.8678,23.86,18,0,7.72,US,1699550431
403,el granada,37.5027,-122.4694,16.35,69,40,0.45,US,1699550495
404,cidade velha,14.9167,-23.6167,28.26,51,75,7.2,CV,1699550496
405,madalena,41.2162,-8.3345,13.5,83,89,2.56,PT,1699550496
406,cidreira,-30.1811,-50.2056,17.68,89,100,3.55,BR,1699550497
407,swakopmund,-22.6833,14.5333,17.47,77,10,2.68,NA,1699550498
408,ploudalmezeau,48.5333,-4.65,10.16,87,75,9.26,FR,1699550498
409,puerto aysen,-45.4,-72.7,10.97,89,98,1.85,CL,1699550499
410,saint-paul,-21.0096,55.2707,25.06,97,66,0.45,RE,1699550323
411,yanchep,-31.55,115.6833,16.08,60,100,7.65,AU,1699550500
412,veauche,45.5625,4.2785,12.05,70,75,3.09,FR,1699550500
413,mugia,43.1041,-9.2179,13.28,78,100,8.43,ES,1699550501
414,ta`u,-14.2336,-169.5144,27.26,81,100,4.7,AS,1699550502
415,kayangel,8.0823,134.7173,29.01,75,64,4.6,PW,1699550502
416,papao,-17.75,-149.55,23.7,84,30,7.44,PF,1699550503
417,gizo,-8.103,156.8419,27.08,84,99,7.01,SB,1699550504
418,michurinsk,52.8978,40.4907,5.7,92,100,9.07,RU,1699550504
419,forster,-32.1667,152.5167,17.43,96,98,5.88,AU,1699550505
420,keflavik,64.0049,-22.5624,4.24,75,0,1.03,IS,1699550506
421,tawau,4.2498,117.8871,26.07,87,98,1.15,MY,1699550506
422,kvissleby,62.2936,17.375,0.91,88,100,4.41,SE,1699550507
423,saipan,15.1355,145.701,27.39,83,0,3.09,MP,1699550507
424,timbuktu,16.7735,-3.0074,33.63,12,1,2.82,ML,1699550508
425,sitka,57.0531,-135.33,7.94,76,100,7.2,US,1699550508
426,port macquarie,-31.4333,152.9167,18.27,89,100,6.06,AU,1699550509
427,sao felix do xingu,-6.6447,-51.995,34.83,37,95,1.54,BR,1699550509
428,bereznik,62.8551,42.7072,0.12,74,100,1.76,RU,1699550510
429,abadan,30.3392,48.3043,21.97,43,0,1.03,IR,1699550317
430,mo i rana,66.3128,14.1428,-4.74,93,0,0.0,NO,1699550400
431,dera ismail khan,31.8327,70.9024,25.67,34,35,2.97,PK,1699550511
432,lorengau,-2.0226,147.2712,26.56,85,100,5.1,PG,1699550512
433,santa terezinha,-29.9002,-50.0904,18.41,94,100,4.48,BR,1699550513
434,fort st. john,56.2499,-120.8529,-2.06,86,75,4.63,CA,1699550514
435,chihuahua,28.5,-106.0,15.67,62,100,0.7,MX,1699550311
436,pudozh,61.8099,36.5345,-0.59,90,90,1.34,RU,1699550515
437,ciudad guayana,8.3533,-62.6528,33.62,63,67,2.91,VE,1699550515
438,jaciara,-15.9653,-54.9683,36.0,30,53,2.81,BR,1699550516
439,pont rouge,48.8833,-72.0825,-5.84,81,100,3.89,CA,1699550517
440,nahrin,36.0649,69.1334,6.78,77,43,1.99,AF,1699550519
441,lijiang,26.8688,100.2207,5.34,68,3,1.96,CN,1699550520
442,roosevelt,33.9668,-103.4505,7.17,44,91,6.24,US,1699550325
443,onega,63.9061,38.1404,-0.95,89,100,1.18,RU,1699550521
444,palmwoods,-26.6833,152.9667,20.36,93,13,0.31,AU,1699550522
445,de aar,-30.6497,24.0123,26.65,14,0,7.89,ZA,1699550523
446,coron,11.9986,120.2043,26.22,87,15,1.29,PH,1699550524
447,sirhind,30.6456,76.3825,21.59,37,2,2.74,IN,1699550526
448,avanigadda,16.0215,80.9181,25.53,84,30,2.03,IN,1699550527
449,machico,32.7,-16.7667,22.78,76,20,4.63,PT,1699550528
450,albertina,-22.2008,-46.6158,32.27,26,16,2.5,BR,1699550529
451,ceeldheer,3.8488,47.1806,27.85,76,22,7.68,SO,1699550531
452,puerto deseado,-47.7503,-65.8938,13.24,45,0,3.73,AR,1699550496
453,rikaze,29.25,88.8833,2.18,37,0,1.81,CN,1699550536
454,vernon,50.2581,-119.2691,6.27,93,100,2.57,CA,1699550419
455,taoudenni,22.6783,-3.9836,29.77,9,0,4.99,ML,1699550538
456,tual,-5.6667,132.75,27.17,79,87,2.6,ID,1699550541
457,shush,32.1942,48.2436,25.45,29,0,1.35,IR,1699550543
458,luorong,24.4058,109.6086,22.65,93,84,1.35,CN,1699550545
459,dudinka,69.4058,86.1778,-5.18,90,100,12.52,RU,1699550546
460,sariveliler,36.6913,32.6196,10.5,78,61,0.45,TR,1699550549
461,huarmey,-10.0681,-78.1522,22.32,71,78,4.83,PE,1699550431
462,newport,51.5877,-2.9984,9.34,88,94,10.72,GB,1699550552
463,boguchany,58.3814,97.4531,-13.97,94,5,1.34,RU,1699550553
464,pirenopolis,-15.8525,-48.9592,35.51,18,1,2.13,BR,1699550554
465,pergamino,-33.89,-60.5736,26.21,28,1,4.87,AR,1699550556
466,stony plain,53.5334,-114.0021,2.89,73,0,1.03,CA,1699550421
467,las vegas,36.175,-115.1372,16.45,24,0,12.52,US,1699550105
468,nieuw amsterdam,5.8833,-55.0833,35.57,54,40,2.06,SR,1699550559
469,neryungri,56.6709,124.6491,-22.23,98,95,1.78,RU,1699550562
470,nabire,-3.3667,135.4833,24.21,93,97,1.55,ID,1699550565
471,linda,39.1277,-121.5508,17.75,49,0,2.06,US,1699550566
472,dalandzadgad,43.5708,104.425,-8.79,23,79,3.43,MN,1699550567
473,atchison,39.563,-95.1216,12.75,54,99,2.29,US,1699550568
474,whakatane,-37.9585,176.9854,9.73,95,94,1.79,NZ,1699550460
475,okhotsk,59.3833,143.3,-19.49,85,9,5.76,RU,1699550570
476,tofol,5.3248,163.0078,28.24,80,100,6.28,FM,1699550317
477,viedma,-40.8135,-62.9967,26.22,15,0,3.46,AR,1699550571
478,trapani,37.8333,12.6667,17.05,72,20,1.54,IT,1699550572
479,sainte-anne-des-monts,49.124,-66.4924,2.93,81,98,7.2,CA,1699550573
480,baruun-urt,46.6806,113.2792,-19.04,88,16,2.54,MN,1699550573
481,codrington,-38.2667,141.9667,9.3,91,61,2.82,AU,1699550574
482,roma,43.2128,-75.4557,11.51,93,100,0.0,US,1699550466
483,takab,36.4009,47.1133,11.11,41,42,1.69,IR,1699550575
484,shalqar,47.8333,59.6,8.41,62,28,2.69,KZ,1699550576
485,colchani,-20.3,-66.9333,20.8,23,86,7.0,BO,1699550576
486,danghara,38.0958,69.34,10.12,73,26,0.66,TJ,1699550577
487,raduzhny,62.0961,77.475,-4.32,90,53,5.85,RU,1699550578
488,kanniyakumari,8.0833,77.5667,27.24,79,90,1.47,IN,1699550578
489,saint-philippe,-21.3585,55.7679,24.77,80,79,5.08,RE,1699550579
490,kenai,60.5544,-151.2583,1.05,98,100,3.09,US,1699550473
491,puerto berrio,6.4916,-74.4033,33.97,53,86,1.0,CO,1699550580
492,barra de santo antonio,-9.4047,-35.5072,30.6,56,17,5.21,BR,1699550581
493,manta,-0.95,-80.7333,29.88,58,20,6.17,EC,1699550581
494,queenstown,-31.8976,26.8753,18.13,55,1,3.5,ZA,1699550582
495,yuzhno-kurilsk,44.0306,145.8556,12.43,88,95,10.59,RU,1699550579
496,khovd,48.0056,91.6419,-3.6,81,75,1.19,MN,1699550583
497,zavetnoye,47.1194,43.8903,10.27,79,100,9.37,RU,1699550583
498,isangel,-19.55,169.2667,22.21,75,97,6.57,VU,1699550584
499,tarawa,1.419,172.984,28.82,75,96,4.04,KI,1699550585
500,muisne,0.6,-80.0333,25.65,85,100,5.57,EC,1699550585
501,verkhnevilyuysk,63.4453,120.3167,-19.05,92,33,2.44,RU,1699550586
502,port saint john's,-31.6229,29.5448,19.01,79,61,0.4,ZA,1699550448
503,tsiombe,-25.3,45.4833,23.78,62,40,5.17,MG,1699550587
504,jabor,5.921,169.6434,27.45,81,100,6.85,MH,1699550589
505,buritis,-15.6178,-46.4233,36.37,14,1,2.82,BR,1699550589
506,bengkulu,-3.8004,102.2655,23.63,94,83,1.51,ID,1699550590
507,nar'yan-mar,67.6713,53.087,0.62,100,100,4.02,RU,1699550591
508,tolmezzo,46.4075,13.0175,9.68,94,100,0.95,IT,1699550591
509,mariehamn,60.0973,19.9348,5.92,100,100,3.6,AX,1699550592
510,calp,38.6447,0.0445,20.7,55,71,3.74,ES,1699550592
511,laguna,38.421,-121.4238,16.46,65,0,2.57,US,1699550574
512,porto velho,-8.7619,-63.9039,35.03,43,40,2.06,BR,1699550594
513,dahab,28.501,34.5134,28.21,40,0,0.82,EG,1699550594
514,igrim,63.1906,64.4162,-0.51,93,100,2.85,RU,1699550595
515,nuuk,64.1835,-51.7216,-2.66,80,75,3.09,GL,1699550596
516,biankouma,7.7391,-7.6138,25.26,80,100,0.79,CI,1699550597
517,porto san giorgio,43.1827,13.7934,15.0,70,76,3.46,IT,1699550597
518,george town,5.4112,100.3354,26.12,97,40,1.54,MY,1699550498
519,olyokminsk,60.3736,120.4264,-19.64,98,81,1.66,RU,1699550598
520,belyy yar,53.6039,91.3903,-16.06,85,28,1.0,RU,1699550599
521,puerto maldonado,-12.6,-69.1833,31.22,62,75,3.09,PE,1699550600
522,mbarara,-0.608,30.65,18.58,88,94,0.26,UG,1699550600
523,breves,-1.6822,-50.4803,37.25,33,29,2.99,BR,1699550601
524,shillong,25.5689,91.8831,11.28,93,27,0.09,IN,1699550602
525,malvan,16.0667,73.4667,26.4,79,93,1.28,IN,1699550602
526,chinsali,-10.5414,32.0816,27.12,27,85,3.26,ZM,1699550603
527,joao pinheiro,-17.7425,-46.1725,34.98,15,1,1.5,BR,1699550604
528,santa elena de uairen,4.6167,-61.1333,27.66,55,42,2.82,VE,1699550604
529,khunti,23.0833,85.2833,18.06,60,2,1.56,IN,1699550605
530,taro,-8.3862,115.28,23.0,94,100,0.38,ID,1699550606
531,rundu,-17.9333,19.7667,32.91,23,100,1.21,NA,1699550607
532,plettenberg bay,-34.0527,23.3716,15.82,74,0,2.57,ZA,1699550607
533,maardu,59.4767,25.025,7.23,94,100,2.57,EE,1699550608
534,sakaraha,-22.9,44.5333,21.86,78,76,4.57,MG,1699550609
535,duba,27.3513,35.6901,29.91,40,0,3.41,SA,1699550609
536,ujjain,23.1833,75.7667,22.92,43,0,2.74,IN,1699550610
537,newark,40.7357,-74.1724,15.7,66,100,2.57,US,1699550312
538,granite shoals,30.5891,-98.3839,18.9,96,100,4.12,US,1699550611
539,maragogi,-9.0122,-35.2225,28.51,54,17,4.81,BR,1699550612
540,radomsko,51.0671,19.4448,7.79,71,99,3.83,PL,1699550612
541,chemodanovka,53.2316,45.2474,4.35,95,100,5.81,RU,1699550613
542,mersing,2.4312,103.8405,22.95,100,20,2.57,MY,1699550614
543,sarankhola,22.3082,89.7897,20.76,62,17,1.19,BD,1699550615
544,richfield,44.8833,-93.283,8.32,49,0,11.32,US,1699550327
545,oleszyce,50.1675,23.0348,7.33,71,74,4.58,PL,1699550616
546,genhe,50.7833,121.5167,-19.66,100,51,1.13,CN,1699550616
547,polyarnyy,69.1989,33.4478,-6.06,91,90,4.21,RU,1699550617
548,muravlenko,63.7898,74.523,-3.56,84,83,7.09,RU,1699550618
549,thunder bay,48.4001,-89.3168,2.99,81,100,4.63,CA,1699550559
550,pyin oo lwin,22.0333,96.4667,16.6,91,6,1.12,MM,1699550619
551,rancho palos verdes,33.7445,-118.387,22.82,26,0,1.54,US,1699550620
552,kerikeri,-35.2268,173.9474,11.27,88,100,1.52,NZ,1699550620
553,sable-sur-sarthe,47.8376,-0.3329,10.52,76,94,7.39,FR,1699550621
554,hami,42.8,93.45,3.01,27,30,0.56,CN,1699550622
555,margate,51.3813,1.3862,8.28,82,100,3.13,GB,1699550352
556,mwene-ditu,-7.0,23.45,18.84,96,100,1.12,CD,1699550622
557,punta gorda,26.9298,-82.0454,30.56,64,0,2.68,US,1699550567
558,newman,37.3138,-121.0208,13.46,53,9,0.94,US,1699550623
559,mount gambier,-37.8333,140.7667,9.08,95,98,1.84,AU,1699550624
560,eastham,41.8301,-69.9739,8.3,81,100,2.24,US,1699550625
561,inarajan village,13.2736,144.7484,28.08,94,56,8.41,GU,1699550625
562,chokwe,-24.5333,32.9833,22.72,67,2,6.0,MZ,1699550626
563,metro,-5.1131,105.3067,24.05,89,97,3.02,ID,1699550627
564,namibe,-15.1961,12.1522,21.4,72,21,4.49,AO,1699550628
565,la ligua,-32.4524,-71.2311,22.33,48,52,3.47,CL,1699550628
566,patti,31.2808,74.8572,21.04,37,4,3.01,IN,1699550629
567,mao,39.8885,4.2658,15.31,94,40,3.09,ES,1699550446
568,bandarbeyla,9.4942,50.8122,26.75,80,93,7.26,SO,1699550630
